age,agent,birth_date,career_stats_career_appearances,career_stats_career_assists,career_stats_career_goals,career_stats_career_minutes,citizenship,club,height,market_value,name,national_caps,national_goals,position,profile_url,season_stats_appearances,season_stats_assists,season_stats_goals,season_stats_minutes
24,Kemari,"Feb 2, 2001",54,,,4860,France,AJ Auxerre,"1,85 m","€300k Jun 3, 2025",Théo De Percin,0,0,Goalkeeper,https://www.transfermarkt.com/theo-de-percin/profil/spieler/695422,2,,,180'
22,,"Apr 13, 2003",53,6,,4678,France,AJ Auxerre,"1,92 m","€50k Jun 3, 2025",Tom Negrel,,,Goalkeeper,https://www.transfermarkt.com/tom-negrel/profil/spieler/866916,15,,,"1,331'"
24,,"Apr 9, 2001",133,2,4,9546,d'Ivoire,AJ Auxerre,"1,84 m","€5.00m Jun 3, 2025",Sinaly Diomandé,11,0,Centre-Back,https://www.transfermarkt.com/sinaly-diomande/profil/spieler/702441,24,2,3,"2,035'"
23,PSM,"Nov 24, 2001",125,4,2,9822,d'Ivoire,AJ Auxerre,"1,81 m","€5.00m Jun 3, 2025",Clément Akpa,2,0,Centre-Back,https://www.transfermarkt.com/clement-akpa/profil/spieler/806793,32,1,-,"2,585'"
34,,"Jul 3, 1990",84,1,,7381,France,AJ Auxerre,"1,79 m","€50k Jun 3, 2025",Raphaël Adiceam,,,Goalkeeper,https://www.transfermarkt.com/raphael-adiceam/profil/spieler/419996,-,,,0'
26,Wasserman,"Aug 14, 1998",215,3,15,17299,Nigeria,AJ Auxerre,"1,85 m","€3.00m Jun 3, 2025",Gabriel Osho,2,0,Centre-Back,https://www.transfermarkt.com/gabriel-osho/profil/spieler/364409,,,,
22,Keypass AS,"Aug 7, 2002",138,11,1,9575,Norway,AJ Auxerre,"1,75 m","€600k Jun 3, 2025",Fredrik Oppegård,15,1,Left-Back,https://www.transfermarkt.com/fredrik-oppegard/profil/spieler/539665,19,-,-,833'
31,LEFT Sports,"Aug 29, 1993",333,6,26,28489,Brazil,AJ Auxerre,"1,90 m","€2.50m Jun 3, 2025",Jubal,4,0,Centre-Back,https://www.transfermarkt.com/jubal/profil/spieler/149928,30,-,6,"2,643'"
26,,"Jul 18, 1998",224,12,1,17598,Ghana,AJ Auxerre,"1,78 m","€4.00m Jun 3, 2025",Gideon Mensah,,,Left-Back,https://www.transfermarkt.com/gideon-mensah/profil/spieler/397171,29,1,-,"2,284'"
23,Wasserman,"Jan 18, 2002",178,13,12,12448,Netherlands,AJ Auxerre,"1,83 m","€5.00m Jun 3, 2025",Ki-Jana Hoever,6,1,Right-Back,https://www.transfermarkt.com/ki-jana-hoever/profil/spieler/485583,30,2,1,"2,139'"
27,LB SPORT & ...,"Sep 20, 1997",293,2,7,17383,Senegal,AJ Auxerre,"1,75 m","€700k Jun 3, 2025",Assane Dioussé,3,0,Defensive Midfield,https://www.transfermarkt.com/assane-diousse/profil/spieler/287635,18,-,-,735'
25,Concept Sport Agency,"Jun 7, 2000",142,17,3,10395,France,AJ Auxerre,"1,82 m","€1.80m Jun 3, 2025",Paul Joly,,,Right-Back,https://www.transfermarkt.com/paul-joly/profil/spieler/806168,27,1,-,"1,091'"
27,,"Nov 7, 1997",277,8,3,20659,Ghana,AJ Auxerre,"1,82 m","€3.00m Jun 3, 2025",Elisha Owusu,10,0,Defensive Midfield,https://www.transfermarkt.com/elisha-owusu/profil/spieler/395695,29,3,1,"2,370'"
21,,"Dec 11, 2003",82,,1,6063,France,AJ Auxerre,"1,75 m","€100k Jun 3, 2025",Ange Loïc N'Gatta,0,0,Right-Back,https://www.transfermarkt.com/ange-loic-ngatta/profil/spieler/855215,15,-,1,951'
16,,"Aug 30, 2008",29,,10,1474,France,Saint-Étienne,,"€800k Jun 3, 2025",Djylian N'Guessan,11,11,Centre-Forward,https://www.transfermarkt.com/djylian-nguessan/profil/spieler/1200419,16,-,2,567'
21,,"Feb 29, 2004",66,4,,4960,France,AJ Auxerre,"1,77 m","€100k Jun 3, 2025",Nathan Buayi-Kiala,0,0,Defensive Midfield,https://www.transfermarkt.com/nathan-buayi-kiala/profil/spieler/743523,,,,
25,,"Sep 4, 1999",168,11,47,10531,Cameroon,Toulouse,"1,78 m","€3.00m Jun 3, 2025",Frank Magri,10,2,Centre-Forward,https://www.transfermarkt.com/frank-magri/profil/spieler/807689,34,1,5,"1,784'"
28,,"Nov 20, 1996",365,17,43,27338,Switzerland,Monaco,"1,90 m","€30.00m Jun 3, 2025",Denis Zakaria,,,Defensive Midfield,https://www.transfermarkt.com/denis-zakaria/profil/spieler/334526,34,4,7,"2,852'"
30,,"Dec 22, 1994",283,3,14,23126,France,Stade Brestois,"1,81 m","€6.00m Jun 3, 2025",Brendan Chardonnet,,,Centre-Back,https://www.transfermarkt.com/brendan-chardonnet/profil/spieler/250779,39,1,2,"3,497'"
37,Sport Cover,"Sep 19, 1987",470,12,17,39942,France,FC Nantes,"1,89 m","€400k Jun 3, 2025",Nicolas Pallois,,,Centre-Back,https://www.transfermarkt.com/nicolas-pallois/profil/spieler/139279,27,3,-,"2,110'"
26,One Team Football,"Jul 1, 1998",238,9,5,17326,France,Saint-Étienne,"1,85 m","€2.00m Jun 3, 2025",Maxime Bernauer,4,0,Centre-Back,https://www.transfermarkt.com/maxime-bernauer/profil/spieler/324819,,,,
